2.7
2.7
2.8
2.6
2.6
2.7
2.3
2.32
2.32
2.31
2.53
2.55
2.52
2.57
2.8
2.8
2.8
2.8
2.7
3
2.9
3.01
2.81
2.74
2.73
2.71
2.7
3.66
2.1
2.2
2.3
2.5
2.5
2.6
2.6
2.55
2.63
2.8
2.75
2.79
2.75
2.62
